Name,Type,RA,Dec,Const,B-Mag,M
NGC6266,GCl,17:01:12.60,-30:06:44.5,Oph,8.55,62
NGC6267,G,16:58:08.66,+22:59:06.4,Her,13.93,
NGC6268,OCl,17:02:10.39,-39:43:41.6,Sco,,
NGC6269,G,16:57:58.09,+27:51:15.6,Her,13.43,
NGC6270,G,16:58:44.05,+27:51:32.8,Her,15.55,
NGC6271,G,16:58:50.77,+27:57:52.7,Her,15.65,
NGC6272,G,16:58:58.26,+27:55:51.3,Her,15.49,
NGC6273,GCl,17:02:37.68,-26:16:04.6,Oph,8.45,19
NGC6274,GPair,16:59:20.92,+29:56:37.8,Her,,
NGC6274 NED01,G,16:59:20.50,+29:56:47.1,Her,14.69,
NGC6274 NED02,G,16:59:21.43,+29:56:26.0,Her,16.60,
NGC6275,G,16:55:33.37,+63:14:31.9,Dra,15.29,
NGC6276,G,17:00:45.09,+23:02:38.4,Her,15.08,
NGC6277,*,17:00:48.89,+23:02:21.7,Her,,
NGC6278,G,17:00:50.33,+23:00:39.7,Her,13.75,
NGC6279,G,16:59:01.43,+47:14:13.8,Her,14.78,
NGC6280,GPair,17:01:57.49,+06:39:56.7,Oph,15.50,
NGC6281,OCl,17:04:41.30,-37:59:06.8,Sco,5.78,
NGC6282,G,17:00:47.11,+29:49:14.2,Her,15.15,
NGC6283,G,16:59:26.57,+49:55:19.1,Her,13.64,
NGC6284,GCl,17:04:28.75,-24:45:51.6,Oph,10.72,
NGC6285,G,16:58:24.01,+58:57:21.5,Dra,14.50,
NGC6286,G,16:58:31.38,+58:56:10.5,Dra,14.13,
NGC6287,GCl,17:05:09.34,-22:42:28.8,Oph,11.49,
NGC6288,G,16:57:24.45,+68:27:25.3,Dra,15.24,
NGC6289,G,16:57:44.99,+68:30:53.0,Dra,15.40,
NGC6290,G,17:00:56.43,+58:58:13.8,Dra,14.54,
NGC6291,G,17:00:55.92,+58:56:15.2,Dra,14.78,
NGC6292,G,17:03:03.47,+61:02:38.0,Dra,14.32,
NGC6293,GCl,17:10:10.41,-26:34:54.3,Oph,9.96,
NGC6294,**,17:10:16.23,-26:34:28.4,Oph,,
NGC6295,G,17:03:15.35,+60:20:15.9,Dra,15.38,
NGC6296,G,17:08:44.47,+03:53:38.7,Oph,14.16,
NGC6297,G,17:03:36.55,+62:01:32.2,Dra,14.42,
NGC6298,Dup,17:03:36.55,+62:01:32.2,Dra,,
NGC6299,G,17:05:04.41,+62:27:28.2,Dra,14.90,
NGC6300,G,17:16:59.47,-62:49:14.0,Ara,10.96,
NGC6301,G,17:08:32.74,+42:20:20.8,Her,14.50,
NGC6302,PN,17:13:44.63,-37:06:11.3,Sco,12.80,
NGC6303,G,17:05:02.77,+68:49:39.3,Dra,15.02,
NGC6304,GCl,17:14:32.51,-29:27:44.2,Oph,10.33,
NGC6305,G,17:18:00.92,-59:10:19.5,Ara,13.22,
NGC6306,G,17:07:36.98,+60:43:44.0,Dra,14.52,
NGC6307,G,17:07:40.47,+60:45:02.8,Dra,13.61,
NGC6308,G,17:11:59.71,+23:22:47.8,Her,14.24,
NGC6309,PN,17:14:04.30,-12:54:38.0,Oph,10.80,
NGC6310,G,17:07:57.47,+60:59:24.6,Dra,13.79,
NGC6311,G,17:10:43.57,+41:39:04.0,Her,14.57,
NGC6312,G,17:10:48.16,+42:17:15.7,Her,14.98,
NGC6313,G,17:10:20.80,+48:19:54.3,Her,14.72,
NGC6314,G,17:12:38.71,+23:16:12.2,Her,13.90,
NGC6315,G,17:12:46.15,+23:13:24.8,Her,14.26,
NGC6316,GCl,17:16:37.41,-28:08:24.1,Oph,10.33,
NGC6317,G,17:08:59.51,+62:53:52.8,Dra,15.01,
NGC6318,OCl,17:16:11.59,-39:25:29.9,Sco,,
NGC6319,G,17:09:44.08,+62:58:23.0,Dra,14.33,
NGC6320,G,17:12:55.74,+40:15:59.4,Her,14.83,
NGC6321,G,17:14:24.22,+20:18:50.1,Her,14.45,
NGC6322,OCl,17:18:25.79,-42:56:02.5,Sco,6.32,
NGC6323,G,17:13:18.08,+43:46:56.8,Her,14.73,
NGC6324,G,17:05:25.32,+75:24:25.3,UMi,13.45,
NGC6325,GCl,17:17:59.27,-23:45:57.7,Oph,11.49,
NGC6326,PN,17:20:46.36,-51:45:15.8,Ara,12.20,
NGC6327,G,17:14:02.29,+43:38:58.1,Her,15.72,
NGC6328,G,17:23:41.03,-65:00:36.6,Ara,13.18,
NGC6329,G,17:14:15.03,+43:41:04.9,Her,14.22,
NGC6330,G,17:15:44.42,+29:24:15.5,Her,15.16,
NGC6331,G,17:03:35.97,+78:37:44.4,UMi,15.20,
NGC6332,G,17:15:02.90,+43:39:36.7,Her,14.51,
NGC6333,GCl,17:19:11.78,-18:30:58.5,Oph,9.36,9
NGC6334,SNR,17:20:49.70,-36:06:09.8,Sco,,
NGC6335,*Ass,17:19:31.92,-30:09:51.0,Sco,,
NGC6336,G,17:16:16.57,+43:49:13.7,Her,14.45,
NGC6337,PN,17:22:15.61,-38:29:01.4,Sco,11.90,
NGC6338,G,17:15:22.99,+57:24:40.3,Dra,13.47,
NGC6339,G,17:17:06.50,+40:50:41.9,Her,13.76,
NGC6340,G,17:10:24.85,+72:18:16.0,Dra,11.97,
NGC6341,GCl,17:17:07.27,+43:08:11.5,Her,,92
NGC6342,GCl,17:21:10.14,-19:35:14.7,Oph,11.25,
NGC6343,G,17:17:16.27,+41:03:09.8,Her,14.51,
NGC6344,**,17:17:18.15,+42:26:03.1,Her,,
NGC6345,G,17:15:24.28,+57:21:01.1,Dra,15.12,
NGC6346,G,17:15:24.49,+57:19:21.1,Dra,14.97,
NGC6347,G,17:19:54.67,+16:39:38.5,Her,14.53,
NGC6348,G,17:18:21.19,+41:38:51.4,Her,15.31,
NGC6349,G,17:19:06.55,+36:03:39.3,Her,15.20,
NGC6350,G,17:18:42.25,+41:41:39.6,Her,14.23,
NGC6351,GPair,17:19:11.40,+36:03:38.0,Her,,
NGC6351 NED01,G,17:19:11.08,+36:03:37.5,Her,16.00,
NGC6351 NED02,G,17:19:11.67,+36:03:39.8,Her,17.27,
NGC6352,GCl,17:25:29.16,-48:25:21.7,Ara,9.95,
NGC6353,Other,17:21:12.47,+15:41:18.8,Her,,
NGC6354,Other,17:24:34.28,-38:32:29.8,Sco,,
NGC6355,GCl,17:23:58.65,-26:21:12.3,Oph,12.46,
NGC6356,GCl,17:23:34.99,-17:48:46.9,Oph,10.01,
NGC6357,Cl+N,17:24:43.57,-34:12:04.8,Sco,,
NGC6358,G,17:18:53.01,+52:36:55.0,Dra,15.05,
NGC6359,G,17:17:52.99,+61:46:50.9,Dra,13.54,
NGC6360,*Ass,17:24:27.62,-29:52:17.7,Oph,,
NGC6361,G,17:18:41.09,+60:36:29.4,Dra,13.80,
NGC6362,GCl,17:31:54.84,-67:02:52.3,Ara,9.72,
NGC6363,G,17:22:40.02,+41:06:06.1,Her,14.61,
NGC6364,G,17:24:27.33,+29:23:24.6,Her,14.36,
NGC6365,GPair,17:22:43.70,+62:10:12.0,Dra,,
NGC6365A,G,17:22:43.81,+62:09:57.9,Dra,14.72,
NGC6365B,G,17:22:43.53,+62:10:25.4,Dra,16.23,
NGC6366,GCl,17:27:44.33,-05:04:35.9,Oph,,
NGC6367,G,17:25:09.01,+37:45:35.6,Her,14.91,
NGC6368,G,17:27:11.54,+11:32:37.0,Oph,13.55,
NGC6369,PN,17:29:20.50,-23:45:34.0,Oph,12.90,
NGC6370,G,17:23:25.18,+56:58:28.3,Dra,14.13,
NGC6371,G,17:27:20.59,+26:30:18.2,Her,15.12,
NGC6372,G,17:27:31.85,+26:28:30.5,Her,13.67,
NGC6373,G,17:24:08.09,+58:59:42.3,Dra,14.56,
NGC6374,OCl,17:34:42.54,-32:34:52.9,Sco,5.56,
NGC6375,G,17:29:21.89,+16:12:24.0,Her,14.53,
NGC6376,G,17:25:19.18,+58:49:02.8,Dra,14.10,
NGC6377,G,17:25:23.21,+58:49:21.9,Dra,14.84,
NGC6378,G,17:30:41.98,+06:16:56.2,Oph,15.04,
NGC6379,G,17:30:34.91,+16:17:19.5,Her,13.70,
NGC6380,GCl,17:34:28.42,-39:04:10.8,Sco,,
NGC6381,G,17:27:16.85,+60:00:50.6,Dra,13.68,
NGC6382,G,17:27:55.18,+56:52:07.4,Dra,14.87,
NGC6383,Dup,17:34:42.54,-32:34:52.9,Sco,,
NGC6384,G,17:32:24.30,+07:03:37.0,Oph,11.62,
NGC6385,G,17:28:01.41,+57:31:18.5,Dra,14.09,
NGC6386,G,17:28:51.78,+52:43:24.1,Dra,15.23,
NGC6387,G,17:28:23.83,+57:32:43.4,Dra,15.20,
NGC6388,GCl,17:36:17.43,-44:44:08.2,Sco,7.40,
NGC6389,G,17:32:39.77,+16:24:06.4,Her,12.85,
NGC6390,G,17:28:28.09,+60:05:39.0,Dra,14.48,
NGC6391,G,17:28:48.99,+58:51:03.2,Dra,14.85,
NGC6392,G,17:43:30.37,-69:47:06.7,Aps,13.04,
NGC6393,G,17:30:08.45,+59:31:54.5,Dra,15.84,
NGC6394,G,17:30:21.42,+59:38:23.6,Dra,15.20,
NGC6395,G,17:26:31.27,+71:05:46.6,Dra,12.69,
NGC6396,OCl,17:37:36.34,-35:01:33.1,Sco,9.41,
NGC6397,GCl,17:40:41.36,-53:40:25.3,Ara,7.39,
NGC6398,G,17:42:43.74,-61:41:39.4,Pav,13.46,
NGC6399,G,17:31:50.30,+59:36:55.9,Dra,14.60,
NGC6400,OCl,17:40:12.80,-36:56:51.8,Sco,,
NGC6401,GCl,17:38:36.93,-23:54:31.6,Oph,11.31,
NGC6402,GCl,17:37:36.16,-03:14:45.3,Oph,9.55,14
NGC6403,G,17:43:23.56,-61:40:55.6,Pav,14.34,
NGC6404,OCl,17:39:37.36,-33:14:48.2,Sco,,
NGC6405,OCl,17:40:20.75,-32:15:15.0,Sco,4.48,6
NGC6406,**,17:38:19.05,+18:49:59.0,Her,,
NGC6407,G,17:44:57.69,-60:44:23.3,Pav,12.99,
NGC6408,G,17:38:47.36,+18:52:40.3,Her,14.40,
NGC6409,G,17:36:35.40,+50:45:57.2,Dra,14.60,
NGC6410,**,17:35:20.48,+60:47:35.0,Dra,,
NGC6411,G,17:35:32.85,+60:48:48.2,Dra,12.80,
NGC6412,G,17:29:37.51,+75:42:15.9,Dra,12.38,
NGC6413,Other,17:40:40.72,+12:37:26.2,Oph,,
NGC6414,G,17:30:36.86,+74:22:34.1,Dra,15.71,
NGC6415,*Ass,17:44:20.55,-35:04:15.7,Sco,,
NGC6416,OCl,17:44:19.99,-32:21:39.6,Sco,,
NGC6417,G,17:41:47.82,+23:40:19.9,Her,14.32,
NGC6418,G,17:38:09.32,+58:42:53.7,Dra,14.79,
NGC6419,G,17:36:05.90,+68:09:20.8,Dra,15.26,
NGC6420,G,17:36:16.30,+68:03:08.5,Dra,15.41,
NGC6421,*Ass,17:45:44.21,-33:41:33.5,Sco,,
NGC6422,G,17:36:30.01,+68:03:31.0,Dra,14.99,
NGC6423,G,17:36:53.33,+68:10:17.3,Dra,15.57,
NGC6424,G,17:36:12.07,+69:59:20.0,Dra,14.66,
NGC6425,OCl,17:47:01.68,-31:31:45.8,Sco,7.90,
NGC6426,GCl,17:44:54.71,+03:10:12.5,Oph,,
NGC6427,G,17:43:38.59,+25:29:38.1,Her,14.52,
NGC6428,**,17:43:52.81,+25:33:17.2,Her,,
NGC6429,G,17:44:05.35,+25:21:02.6,Her,14.20,
NGC6430,G,17:45:14.27,+18:08:20.2,Her,14.71,
NGC6431,Dup,17:43:38.59,+25:29:38.1,Her,,
NGC6432,Other,17:47:22.41,-24:53:14.9,Sgr,,
NGC6433,G,17:43:56.21,+36:48:00.4,Her,14.00,
NGC6434,G,17:36:48.82,+72:05:20.3,Dra,13.09,
NGC6435,G,17:40:11.08,+62:38:30.3,Dra,14.86,
NGC6436,G,17:41:13.24,+60:26:58.9,Dra,14.85,
NGC6437,*Ass,17:48:21.12,-35:21:58.3,Sco,,
NGC6438,G,18:22:17.48,-85:24:07.4,Oct,12.14,
NGC6438A,G,18:22:35.49,-85:24:22.8,Oct,12.58,
NGC6439,PN,17:48:19.80,-16:28:44.0,Sgr,13.80,
NGC6440,GCl,17:48:52.67,-20:21:34.5,Sgr,12.01,
NGC6441,GCl,17:50:12.84,-37:03:03.9,Sco,9.26,
NGC6442,G,17:46:51.34,+20:45:39.9,Her,14.44,
NGC6443,G,17:44:33.85,+48:06:50.6,Her,14.74,
NGC6444,OCl,17:49:35.18,-34:49:10.8,Sco,,
NGC6445,PN,17:49:15.06,-20:00:34.2,Sgr,13.20,
NGC6446,G,17:46:07.51,+35:34:09.8,Her,15.48,
NGC6447,G,17:46:17.23,+35:34:19.1,Her,13.72,
NGC6448,Other,17:43:42.80,+53:32:46.0,Dra,,
NGC6449,G,17:43:46.34,+56:48:14.9,Dra,14.56,
NGC6450,Other,17:47:32.36,+18:34:30.8,Her,,
NGC6451,OCl,17:50:40.64,-30:12:41.8,Sco,,
NGC6452,G,17:47:58.53,+20:50:16.1,Her,15.10,
NGC6453,GCl,17:50:51.71,-34:35:59.6,Sco,10.49,
NGC6454,G,17:44:56.61,+55:42:17.2,Dra,14.29,
NGC6455,*Ass,17:51:08.10,-35:20:16.1,Sco,,
NGC6456,G,17:42:31.85,+67:35:32.3,Dra,15.50,
NGC6457,G,17:42:52.84,+66:28:33.6,Dra,15.24,
NGC6458,G,17:49:11.01,+20:48:15.4,Her,14.91,
NGC6459,G,17:45:47.19,+55:46:36.3,Dra,15.23,
NGC6460,G,17:49:30.36,+20:45:49.2,Her,14.66,
NGC6461,G,17:39:56.51,+74:02:03.2,Dra,15.56,
NGC6462,G,17:44:48.86,+61:54:38.1,Dra,14.90,
NGC6463,G,17:43:34.32,+67:36:12.6,Dra,15.12,
NGC6464,G,17:45:47.53,+60:53:50.9,Dra,15.29,
NGC6465,Other,17:52:55.58,-25:23:51.7,Sgr,,
NGC6466,G,17:48:08.10,+51:23:57.2,Dra,14.80,
NGC6467,G,17:50:40.16,+17:32:16.0,Her,14.83,
NGC6468,Dup,17:50:40.16,+17:32:16.0,Her,,
NGC6469,OCl,17:53:12.13,-22:16:30.4,Sgr,,
NGC6470,G,17:44:14.87,+67:37:09.8,Dra,15.14,
NGC6471,GPair,17:44:15.60,+67:35:31.0,Dra,,
NGC6471 NED01,G,17:44:13.04,+67:35:35.0,Dra,15.35,
NGC6471 NED02,G,17:44:18.16,+67:35:27.9,Dra,16.03,
NGC6472,G,17:44:03.10,+67:37:49.2,Dra,16.27,
NGC6473,G,17:45:57.84,+57:15:25.6,Dra,15.26,
NGC6474,G,17:47:05.56,+57:18:04.2,Dra,14.96,
NGC6475,OCl,17:53:51.18,-34:47:34.2,Sco,3.45,7
NGC6476,*Ass,17:54:02.01,-29:08:39.0,Sgr,,
NGC6477,G,17:44:30.02,+67:36:38.1,Dra,16.65,
NGC6478,G,17:48:38.35,+51:09:26.1,Dra,14.02,
NGC6479,G,17:48:21.59,+54:08:56.4,Dra,14.45,
NGC6480,*Ass,17:54:26.04,-30:27:07.4,Sco,,
NGC6481,Other,17:52:48.91,+04:10:04.2,Oph,,
NGC6482,G,17:51:48.81,+23:04:19.0,Her,12.23,
NGC6483,G,17:59:30.81,-63:40:07.4,Pav,13.00,
NGC6484,G,17:51:46.98,+24:29:00.5,Her,13.35,
NGC6485,G,17:51:52.74,+31:27:42.4,Her,14.13,
NGC6486,G,17:52:35.30,+29:49:04.8,Her,15.04,
NGC6487,G,17:52:41.85,+29:50:19.1,Her,13.01,
NGC6488,G,17:49:20.97,+62:13:22.5,Dra,14.81,
NGC6489,G,17:50:01.31,+60:05:32.0,Dra,16.24,
NGC6490,G,17:54:30.47,+18:22:33.0,Her,14.73,
NGC6491,G,17:50:00.70,+61:31:54.4,Dra,14.43,
NGC6492,G,18:02:48.35,-66:25:50.3,Pav,12.36,
NGC6493,G,17:50:22.66,+61:33:33.9,Dra,15.44,
NGC6494,OCl,17:57:04.77,-18:59:07.2,Sgr,6.03,23
NGC6495,G,17:54:50.76,+18:19:36.9,Her,13.86,
NGC6496,GCl,17:59:03.70,-44:15:58.7,Sco,9.96,
NGC6497,G,17:51:17.97,+59:28:15.2,Dra,14.22,
NGC6498,Dup,17:51:17.97,+59:28:15.2,Dra,,
NGC6499,**,17:55:20.01,+18:21:35.1,Her,,
NGC6500,G,17:55:59.78,+18:20:17.7,Her,13.03,
NGC6501,G,17:56:03.74,+18:22:23.1,Her,13.11,
NGC6502,G,18:04:13.72,-65:24:35.8,Pav,13.63,
NGC6503,G,17:49:26.43,+70:08:39.7,Dra,10.86,
NGC6504,G,17:56:05.71,+33:12:30.2,Her,13.30,
NGC6505,G,17:51:07.44,+65:31:50.8,Dra,15.28,
NGC6506,OCl,17:59:53.49,-24:41:07.2,Sgr,,
NGC6507,OCl,17:59:50.79,-17:27:01.0,Sgr,,
NGC6508,G,17:49:46.44,+72:01:16.0,Dra,14.03,
NGC6509,G,17:59:25.27,+06:17:13.3,Oph,13.32,
NGC6510,G,17:54:39.30,+60:49:04.5,Dra,14.26,
NGC6511,Dup,17:54:39.30,+60:49:04.5,Dra,,
NGC6512,G,17:54:50.31,+62:38:42.3,Dra,14.74,
NGC6513,G,17:59:34.53,+24:52:49.9,Her,14.64,
NGC6514,Neb,18:02:42.11,-22:58:18.8,Sgr,6.30,20
NGC6515,G,17:57:25.19,+50:43:41.2,Dra,14.25,
NGC6516,G,17:55:16.78,+62:40:11.5,Dra,15.65,
NGC6517,GCl,18:01:50.39,-08:57:34.2,Oph,11.08,
NGC6518,G,17:59:43.74,+28:52:00.0,Her,14.94,
NGC6519,**,18:03:20.13,-29:48:15.3,Sgr,,
NGC6520,OCl,18:03:24.14,-27:53:10.0,Sgr,,
NGC6521,G,17:55:48.44,+62:36:44.1,Dra,13.96,
NGC6522,GCl,18:03:34.07,-30:02:02.3,Sgr,10.68,
NGC6523,Neb,18:03:41.27,-24:22:48.6,Sgr,5.00,8
NGC6524,G,17:59:14.71,+45:53:13.5,Her,13.91,
NGC6525,OCl,18:02:04.75,+11:02:18.0,Oph,,
NGC6526,Neb,18:04:06.15,-24:26:30.8,Sgr,,
NGC6527,G,18:01:46.33,+19:43:43.4,Her,14.89,
NGC6528,GCl,18:04:49.61,-30:03:20.8,Sgr,12.12,
NGC6529,*Ass,18:05:28.86,-36:17:43.4,Sgr,,
NGC6530,Cl+N,18:04:31.03,-24:21:29.0,Sgr,4.74,
NGC6531,OCl,18:04:13.45,-22:29:24.2,Sgr,,21
NGC6532,G,17:59:13.95,+56:13:54.4,Dra,14.91,
NGC6533,Dup,18:03:41.27,-24:22:48.6,Sgr,,
NGC6534,G,17:56:08.56,+64:17:01.3,Dra,15.42,
NGC6535,GCl,18:03:50.69,-00:17:48.9,Se2,11.35,
NGC6536,G,17:57:16.35,+64:56:17.1,Dra,14.24,
NGC6537,PN,18:05:13.10,-19:50:34.7,Sgr,12.50,
NGC6538,G,17:54:16.61,+73:25:26.2,Dra,14.05,
NGC6539,GCl,18:04:49.75,-07:35:09.1,Se2,,
NGC6540,GCl,18:06:07.95,-27:45:46.1,Sgr,,
NGC6541,GCl,18:08:02.33,-43:42:57.2,CrA,8.06,
NGC6542,G,17:59:38.62,+61:21:33.8,Dra,13.92,
NGC6543,PN,17:58:33.39,+66:37:59.5,Dra,9.79,
NGC6544,GCl,18:07:20.00,-24:59:54.1,Sgr,11.36,
NGC6545,G,18:12:14.77,-63:46:34.1,Pav,14.24,
NGC6546,OCl,18:07:22.55,-23:17:46.4,Sgr,8.65,
NGC6547,G,18:05:10.02,+25:13:57.4,Her,14.21,
NGC6548,G,18:05:59.24,+18:35:14.1,Her,12.75,
NGC6549,G,18:05:49.50,+18:32:16.9,Her,14.73,
NGC6550,Dup,18:05:49.50,+18:32:16.9,Her,,
NGC6551,Other,18:08:59.66,-29:33:27.6,Sgr,,
NGC6552,G,18:00:07.23,+66:36:54.4,Dra,14.54,
NGC6553,GCl,18:09:17.48,-25:54:28.3,Sgr,9.08,
NGC6554,OCl,18:09:23.98,-18:22:43.3,Sgr,,
NGC6555,G,18:07:49.17,+17:36:17.6,Her,12.99,
NGC6556,*Ass,18:09:57.59,-27:31:29.3,Sgr,,
NGC6557,G,18:21:24.82,-76:34:58.7,Oct,13.99,
NGC6558,GCl,18:10:18.38,-31:45:48.5,Sgr,12.39,
NGC6559,Neb,18:09:56.85,-24:06:23.0,Sgr,,
NGC6560,G,18:05:13.98,+46:52:53.7,Her,14.16,
NGC6561,OCl,18:10:30.86,-16:43:32.4,Sgr,,
NGC6562,G,18:05:00.91,+56:15:47.2,Dra,14.70,
NGC6563,PN,18:12:02.50,-33:52:06.0,Sgr,13.80,
NGC6564,Other,18:09:02.37,+17:23:40.7,Her,,
NGC6565,PN,18:11:52.60,-28:10:42.0,Sgr,13.20,
NGC6566,G,18:07:00.67,+52:15:36.4,Dra,15.47,
NGC6567,PN,18:13:45.20,-19:04:33.0,Sgr,11.70,
NGC6568,OCl,18:12:44.25,-21:37:40.9,Sgr,,
NGC6569,GCl,18:13:38.67,-31:49:39.6,Sgr,10.78,
NGC6570,G,18:11:07.30,+14:05:35.1,Oph,13.29,
NGC6571,G,18:10:49.36,+21:14:18.6,Her,15.20,
NGC6572,PN,18:12:06.21,+06:51:13.4,Oph,9.00,
NGC6573,*Ass,18:14:22.98,-22:10:27.7,Sgr,,
NGC6574,G,18:11:51.23,+14:58:54.4,Her,12.80,
NGC6575,G,18:10:57.49,+31:06:58.3,Her,14.35,
NGC6576,G,18:11:48.02,+21:25:41.7,Her,15.68,
NGC6577,G,18:12:01.23,+21:27:48.2,Her,13.74,
NGC6578,PN,18:16:16.50,-20:27:03.3,Sgr,13.10,
NGC6579,G,18:12:31.81,+21:25:14.5,Her,14.28,
NGC6580,G,18:12:33.70,+21:25:34.1,Her,13.90,
NGC6581,G,18:12:18.42,+25:39:44.5,Her,15.35,
NGC6582,GPair,18:11:03.50,+49:54:38.0,Her,,
NGC6582 NED01,G,18:11:01.87,+49:54:42.8,Her,15.54,
NGC6582 NED02,G,18:11:05.16,+49:54:33.2,Her,15.18,
NGC6583,OCl,18:15:48.93,-22:08:15.5,Sgr,,
NGC6584,GCl,18:18:37.65,-52:12:54.6,Tel,10.32,
NGC6585,G,18:12:21.79,+39:37:58.8,Her,13.49,
NGC6586,G,18:13:38.50,+21:05:24.3,Her,14.54,
NGC6587,G,18:13:50.89,+18:49:30.7,Her,13.74,
NGC6588,Other,18:20:58.86,-63:48:35.9,Pav,,
NGC6589,Neb,18:16:55.37,-19:46:37.5,Sgr,10.50,
NGC6590,RfN,18:17:04.99,-19:51:57.8,Sgr,9.80,
NGC6591,G,18:14:03.90,+21:03:50.0,Her,16.39,
NGC6592,G,18:09:50.68,+61:25:19.1,Dra,15.12,
NGC6593,G,18:14:03.55,+22:17:02.1,Her,15.10,
NGC6594,G,18:10:05.52,+61:08:00.5,Dra,15.33,
NGC6595,Dup,18:17:04.99,-19:51:57.8,Sgr,,
NGC6596,OCl,18:17:33.73,-16:39:01.6,Sgr,,
NGC6597,G,18:11:13.45,+61:10:50.4,Dra,15.44,
NGC6598,G,18:08:56.00,+69:04:04.4,Dra,14.14,
NGC6599,G,18:15:42.98,+24:54:44.6,Her,13.69,
NGC6600,Dup,18:15:42.98,+24:54:44.6,Her,,
NGC6601,G,18:11:44.35,+61:27:11.9,Dra,15.54,
NGC6602,G,18:16:34.29,+25:02:38.5,Her,14.57,
NGC6603,OCl,18:18:26.97,-18:24:21.8,Sgr,,
NGC6604,OCl,18:18:02.96,-12:14:35.2,Se2,7.06,
NGC6605,OCl,18:16:21.68,-15:00:54.7,Se2,,
NGC6606,G,18:14:41.59,+43:16:07.1,Lyr,14.36,
NGC6607,G,18:12:14.74,+61:19:58.5,Dra,15.59,
NGC6608,G,18:12:28.88,+61:17:53.4,Dra,16.60,
NGC6609,G,18:12:33.57,+61:19:54.9,Dra,15.24,
NGC6610,Dup,18:11:51.23,+14:58:54.4,Her,,
NGC6611,Neb,18:18:48.17,-13:48:26.0,Se2,6.58,16
NGC6612,G,18:16:10.85,+36:04:42.8,Lyr,15.51,
NGC6613,OCl,18:19:58.49,-17:06:07.1,Sgr,7.24,18
NGC6614,G,18:25:07.21,-63:14:54.1,Pav,13.80,
NGC6615,G,18:18:33.47,+13:15:54.1,Oph,14.47,
NGC6616,G,18:17:41.08,+22:14:18.4,Her,15.12,
NGC6617,G,18:14:02.52,+61:19:10.4,Dra,15.56,
NGC6618,Neb,18:20:47.11,-16:10:17.5,Sgr,6.00,17
NGC6619,G,18:18:55.54,+23:39:20.2,Her,14.26,
NGC6620,PN,18:22:54.15,-26:49:18.1,Sgr,15.00,
NGC6621,G,18:12:55.31,+68:21:48.4,Dra,13.41,
NGC6622,G,18:12:59.80,+68:21:14.0,Dra,14.08,
NGC6623,GPair,18:19:42.90,+23:42:20.0,Her,,
NGC6623 NED01,G,18:19:42.82,+23:42:06.4,Her,14.40,
NGC6623 NED02,G,18:19:42.86,+23:42:34.4,Her,14.36,
NGC6624,GCl,18:23:40.57,-30:21:40.6,Sgr,,
NGC6625,OCl,18:22:47.30,-11:57:18.0,Sct,,
NGC6626,GCl,18:24:32.89,-24:52:11.4,Sgr,,28
NGC6627,G,18:22:38.92,+15:41:52.8,Her,14.35,
NGC6628,G,18:22:21.91,+23:28:42.8,Her,14.72,
NGC6629,PN,18:25:42.46,-23:12:10.4,Sgr,11.60,
NGC6630,G,18:32:35.14,-63:17:35.7,Pav,14.60,
NGC6631,OCl,18:27:11.36,-12:01:52.4,Sct,,
NGC6632,G,18:25:03.09,+27:32:07.1,Her,12.96,
NGC6633,OCl,18:27:15.23,+06:30:29.6,Oph,5.01,
NGC6634,Dup,18:31:23.23,-32:20:52.7,Sgr,,
NGC6635,G,18:27:37.11,+14:49:08.6,Her,14.40,
NGC6636,GPair,18:22:03.50,+66:37:12.8,Dra,,
NGC6636 NED01,G,18:22:02.87,+66:36:59.6,Dra,14.03,
NGC6636 NED02,G,18:22:05.11,+66:37:19.2,Dra,15.98,
NGC6637,GCl,18:31:23.23,-32:20:52.7,Sgr,9.32,69
NGC6638,GCl,18:30:56.25,-25:29:47.1,Sgr,10.81,
NGC6639,OCl,18:30:59.30,-13:09:21.0,Sct,,
NGC6640,G,18:28:08.27,+34:18:09.6,Lyr,14.16,
NGC6641,G,18:28:57.37,+22:54:10.8,Her,14.25,
NGC6642,GCl,18:31:54.22,-23:28:34.1,Sgr,11.30,
NGC6643,G,18:19:46.41,+74:34:06.1,Dra,11.76,
NGC6644,PN,18:32:34.73,-25:07:45.7,Sgr,12.20,
NGC6645,OCl,18:32:37.90,-16:53:02.0,Sgr,,
NGC6646,G,18:29:38.74,+39:51:54.5,Lyr,13.59,
NGC6647,OCl,18:32:49.34,-17:13:43.2,Sgr,,
NGC6648,Other,18:25:37.80,+64:58:34.2,Dra,,
NGC6649,OCl,18:33:27.96,-10:24:10.1,Sct,10.35,
NGC6650,G,18:25:27.99,+68:00:21.0,Dra,14.60,
NGC6651,G,18:24:19.71,+71:36:06.9,Dra,13.63,
NGC6652,GCl,18:35:45.75,-32:59:25.1,Sgr,10.64,
NGC6653,G,18:44:38.37,-73:15:48.3,Pav,13.39,
NGC6654,G,18:24:07.57,+73:10:59.6,Dra,12.81,
NGC6654A,G,18:39:24.94,+73:34:47.1,Dra,13.49,
NGC6655,**,18:34:30.90,-05:55:15.1,Sct,,
NGC6656,GCl,18:36:24.20,-23:54:12.3,Sgr,7.16,22
NGC6657,G,18:33:01.46,+34:03:37.7,Lyr,14.17,
NGC6658,G,18:33:55.65,+22:53:17.8,Her,12.85,
